Ticker,Name
CREATIVEYE.NS,Creative Eye Limited
CREST-EQ.NS,CREST VENTURES INR10
CREST.NS,Crest Ventures Limited
CRESTANI-BZ.NS,CREST COMM NPP251099DEPO
CRISIL.NS,CRISIL Limited
CRMFGETF-EQ.NS,CANARA ROBECO MF GOLD ETF
CRMFGETF.NS,Canara Robeco Gold ETF
CROMPGREAV.NS,CG Power and Industrial Solutions Limited
CTE-BE.NS,CAMBRIDGE TECH ENT INR10
CTE-EQ.NS,CAMBRIDGE TECHNOLOGY ENTERPRISE
CTE.NS,Cambridge Technology Enterprises Limited
CUB.NS,City Union Bank Limited
CUBEXTUB-BE.NS,CUBEXTUBINGS-ROLLSETT
CUBEXTUB-EQ.NS,CUBEX TUBINGS INR10
CUBEXTUB.NS,Cubex Tubings Limited
CUMMINSIND-EQ.NS,CUMMINS INDIA INR2
CUMMINSIND.NS,Cummins India Limited
CURATECH-EQ.NS,CURA TECHNOLOGIES INR10
CURATECH.NS,CURA Technologies Limited
CYBERMEDIA-EQ.NS,CYBER MEDIA (INDIA INR10
CYBERMEDIA.NS,Cyber Media (India) Limited
CYBERTECH-EQ.NS,CYBERTECH SYSTEMS AND SOFTWARE
CYBERTECH.NS,CyberTech Systems and Software Limited
CYIENT-EQ.NS,CYIENT LIMITED INR5
CYIENT.NS,Cyient Limited
DAAWAT.NS,LT Foods Limited
DABUR.NS,Dabur India Limited
DALMIABHA.NS,Dalmia Bharat Limited
DALMIASUG-EQ.NS,DALMIA BHARAT SUGAR AND INDUSTR
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited
DATAMATICS-EQ.NS,DATAMATICS GLOBAL INR5
DATAMATICS.NS,Datamatics Global Services Limited
DBCORP-IL.NS,D B CORP LTD INR10
DBCORP.NS,D. B. Corp Limited
DBREALTY.NS,DB Realty Ltd
DBSTOCKBRO.NS,DB (International) Stock Brokers Ltd
DCBBANK-EQ.NS,DCB BANK LIMITED INR10
DCBBANK.NS,DCB Bank Limited
DCM.NS,DCM Limited
DCMSHRIRAM-EQ.NS,DCM SHRIRARM LTD INR2
DCMSHRIRAM.NS,DCM Shriram Limited
DCW.NS,DCW Limited
DECCANCE.NS,Deccan Cements Limited
DECOLIGHT-BE.NS,DECOLIGHT CERAMICS INR10
DECOLIGHT.NS,Decolight Ceramics Ltd.
DEEPAKFERT-EQ.NS,DEEPAK FERTILIZERS AND PETROCHE
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited
DEEPAKNTR.NS,DEEPAK NITRITE INR2
DEEPIND.NS,Deep Industries Limited
DELTACORP-EQ.NS,DELTA CORP LIMITED
DELTACORP.NS,Delta Corp Limited
DELTAMAGNT-EQ.NS,DELTA MAGNETS LTD INR10
DELTAMAGNT.NS,Delta Magnets Limited
DEN.NS,DEN Networks Limited
DENABANK-EQ.NS,DENA BANK
DENABANK.NS,Dena Bank
DENORA-EQ.NS,DE NORA INDIA INR10
DENORA.NS,De Nora India Limited
DHAMPURSUG.NS,Dhampur Sugar Mills Limited
DHANBANK.NS,Dhanlaxmi Bank Limited
DHANUKA.NS,Dhanuka Agritech Limited
DHARSUGAR-EQ.NS,DHARANI SUGARS & CHEMICALS LIMI
DHARSUGAR.NS,Dharani Sugars and Chemicals Limited
DHFL.NS,Dewan Housing Finance Corporation Limited
DHUNINV.NS,Dhunseri Investments Limited
DIAPOWER.NS,Diamond Power Infrastructure Limited
DICIND-EQ.NS,DIC INDIA LIMITED
DICIND.NS,DIC India Limited
DIGJAM.NS,Digjam Limited
DISHMAN.NS,Dishman Pharmaceuticals and Chemicals Limited
DISHTV.NS,Dish TV India Limited
DIVISLAB.NS,Divi's Laboratories Limited
DLF.NS,DLF Limited
DLINKINDIA.NS,D-Link (India) Limited
DOLPHINOFF-EQ.NS,DOLPHIN OFFSHORE ENTERPRISES (I
DOLPHINOFF.NS,Dolphin Offshore Enterprises (India) Limited
DONEAR-EQ.NS,DONEAR INDUSTRIES INR2
DONEAR.NS,Donear Industries Limited
DPL-EQ.NS,DHUNSERI PETROCHEM INR10(DEMAT
DPL.NS,Dhunseri Petrochem Limited
DPSCLTD-EQ.NS,DPSC LIMITED
DPSCLTD.NS,India Power Corporation Limited
DQE-EQ.NS,DQ ENTERTAINMENT (INTERNATIONAL
DQE.NS,DQ Entertainment (International) Limited
DRDATSONS-EQ.NS,DR.DATSONS LABS LT INR10
DRDATSONS.NS,Dr.Datsons Labs Limited
DREDGECORP-EQ.NS,DREDGING CORPORATION OF INDIA L
DREDGECORP.NS,Dredging Corporation of India Limited
DRREDDY-EQ.NS,DR. REDDY'S LABORATORIES LIMITE
DRREDDY.NS,Dr. Reddy's Laboratories Limited
DSKULKARNI-EQ.NS,D.S. KULKARNI DEVE INR10
DSKULKARNI.NS,D.S. Kulkarni Developers Limited
DSSL-EQ.NS,DYNACONS SYS SOLUT INR10
DSSL.NS,Dynacons Systems & Solutions Limited
DTIL-BE.NS,Dhunseri Tea & Ind. Ltd.
DTIL-EQ.NS,DHUNSERI TEA & IND INR10
DTIL.NS,DHUNSERI TEA & IND INR10
DUNCANSLTD-BE.NS,DUNCANS INDUSTRIES INR10
DUNCANSLTD-EQ.NS,DUNCANS INDUSTRIES INR10
DUNCANSLTD.NS,Duncans Industries Limited
DWARKESH-BE.NS,DWARIKESH SUGAR IN INR10
DWARKESH-EQ.NS,DWARIKESH SUGAR INDUSTRIES LIMI
DWARKESH.NS,Dwarikesh Sugar Industries Limited
DWSFMP66RG-MF.NS,DEUTSCHE ASSET MGM DWS FMP SR 6
DWSHYD13GP-MF.NS,DEUTSCHE ASSET MGM DWS HYBRID F
DWSMIDRD-MF.NS,DEUTSCHE MUTUAL FU MID CAP 1 RE
DYNAMATECH-EQ.NS,DYNAMATIC TECHNOLO INR10
DYNAMATECH.NS,Dynamatic Technologies Limited
DYNATECH-BE.NS,DYNACONS TECHNOLOG INR1
DYNATECH-EQ.NS,DUCON INFRATECHNOL INR1
DYNATECH.NS,Ducon Infratechnolgies Limited
EASTSILK-EQ.NS,EASTERN SILK IND INR2
EASTSILK.NS,Eastern Silk Industries Limited
EASUNREYRL-EQ.NS,EASUN REYROLLE LTD INR2
EASUNREYRL.NS,Easun Reyrolle Limited
EBANK.NS,Edelweiss ETF - Nifty Bank
ECEIND-EQ.NS,ECE INDUSTRIES LIMITED
ECEIND.NS,ECE Industries Limited
ECLERX-EQ.NS,ECLERX SERVICES LIMITED
ECLERX.NS,eClerx Services Limited
EDELWEISS-EQ.NS,EDELWEISS FINANCIAL SERVICES LI
EDELWEISS.NS,Edelweiss Financial Services Limited
EDL.NS,Empee Distilleries Limited
EDUCOMP.NS,Educomp Solutions Limited
EICHERMOT.NS,Eicher Motors Limited
EIDPARRY-EQ.NS,EID PARRY INDIA LIMITED
EIDPARRY.NS,E.I.D.-Parry (India) Limited
EIHAHOTELS.NS,EIH Associated Hotels Limited
EIHOTEL.NS,EIH Limited
EIMCOELECO-BE.NS,EIMCO ELECON(I)LTD
EIMCOELECO-EQ.NS,EIMCO ELECON INDIA INR10 (100%
EIMCOELECO.NS,Eimco Elecon (India) Limited
EKC-EQ.NS,EVEREST KANTO CYLINDER LIMITED
EKC.NS,Everest Kanto Cylinder Limited
ELAND-EQ.NS,E-LAND APPAREL LTD INR10
ELAND.NS,E-Land Apparel Limited
ELDERPHARM-BE.NS,ELDER PHARM INR10(DEMAT)
ELDERPHARM-BZ.NS,ELDER PHARM INR10(DEMAT)
ELDERPHARM-EQ.NS,ELDER PHARMA LTD.
ELDERPHARM.NS,Elder Pharmaceuticals Limited
ELECON-EQ.NS,ELECON ENGINEERING INR2 (POST S
ELECON.NS,Elecon Engineering Company Limited
ELECTCAST.NS,Electrosteel Castings Limited
ELECTHERM-EQ.NS,ELECTROTHERM (INDI INR10
ELECTHERM.NS,Electrotherm (India) Limited
ELFORGE-BE.NS,ELFORGE-BE.NS
ELGIEQUIP.NS,ELGI Equipments Limited
ELGIRUBCO-EQ.NS,ELGI RUBBER COMPANY LIMITED
ELGIRUBCO.NS,Elgi Rubber Company Limited
ELITE-IT.NS,Elite Conductors Limited
EMAMIINFRA-EQ.NS,EMAMI INFRASTRUCTU INR2
EMAMIINFRA.NS,Emami Infrastructure Limited
EMAMILTD.NS,Emami Limited
EMCO-EQ.NS,EMCO LIMITED
EMCO.NS,EMCO Limited
EMKAY-EQ.NS,EMKAY GLOBAL FIN INR10
EMKAY.NS,Emkay Global Financial Services Limited
EMKAYTOOLS-SM.NS,EMKAY TAPS AND CUT INR10
EMMBI.NS,Emmbi Industries Limited
ENERGYDEV-BE.NS,ENERGY DEV CO LTD INR10(DEMAT)
ENERGYDEV.NS,Energy Development Company Limited
ENGINERSIN-EQ.NS,ENGINEERS INDIA LIMITED
ENGINERSIN.NS,Engineers India Limited
ENIL.NS,Entertainment Network (India) Limited
ENTEGRA-BE.NS,ENTEGRA INFRASTRUC INR10
ENTEGRA-EQ.NS,ENTEGRA INFRASTRUC INR10
ENTEGRA.NS,Entegra Limited
EON-EQ.NS,EON ELECTRIC LTD INR5
EON.NS,Eon Electric Limited
ERAINFRA-BE.NS,ERAINFRA-BE.NS
ERAINFRA-BZ.NS,ERA INFRA ENGINEER INR2(DEMAT)
ERAINFRA.NS,Era Infra Engineering Limited
EROSMEDIA.NS,Eros International Media Limited
ESABINDIA.NS,ESAB India Limited
ESCORTS.NS,Escorts Limited
ESL-EQ.NS,ELECTROSTEEL STEELS LIMITED
ESL.NS,Electrosteel Steels Limited
ESSAROIL.NS,Essar Oil Ltd.
ESSARPORT.NS,ESSAR PORTS LIMITED
ESSARSHPNG-EQ.NS,ESSAR SHIPPING POR INR10
ESSARSHPNG.NS,Essar Shipping Limited
ESSDEE.NS,Ess Dee Aluminium Limited
ESSELPACK.NS,Essel Propack Limited
ESTER-EQ.NS,ESTER INDUSTRIES LIMITED
ESTER.NS,Ester Industries Limited
EUROCERA-BE.NS,EUROCERA-BE.NS
EUROCERA.NS,Euro Ceramics Limited
EUROMULTI-BE.NS,EURO MULTIVISION L INR10
EUROMULTI-EQ.NS,EURO MULTIVISION L INR10
EUROMULTI.NS,Euro Multivision Limited
EUROTEXIND-EQ.NS,EUROTEX INDUSTRIES INR10
EUROTEXIND.NS,Eurotex Industries and Exports Limited
EVEREADY.NS,Eveready Industries India Limited
EVERESTIND.NS,Everest Industries Limited
EVERONN-EQ.NS,EVERONN EDUCATION LIMITED
EVERONN.NS,Everonn Education Limited
EXCEL-EQ.NS,EXCEL REALTY N INF INR10
EXCEL.NS,Excel Realty N Infra Limited
EXCELCROP.NS,Excel Crop Care Limited
EXCELINDUS.NS,Excel Industries Limited
EXCELINFO.NS,Excel Realty N Infra Limited
EXIDEIND-EQ.NS,EXIDE INDUSTRIES LIMITED
EXIDEIND.NS,Exide Industries Limited
FACT-EQ.NS,FERTILIZERS AND CHEMICALS TRAVA
FACT.NS,The Fertilisers And Chemicals Travancore Limited
FAGBEARING-EQ.NS,FAG BEARINGS INDIA LIMITED
FAGBEARING.NS,Schaeffler India Limited
FARMAXIND-BE.NS,FARMAX INDIA LTD INR1
FARMAXIND.NS,Farmax India Limited
FCEL-EQ.NS,FUTURE CONSUMER EN INR6
FCEL.NS,Future Consumer Limited
FCL-EQ.NS,FINEOTEX CHEMICAL INR2
FCL.NS,Fineotex Chemical Limited
FCSSOFT-EQ.NS,FCS SOFTWARE SOLUT INR1
FCSSOFT.NS,FCS Software Solutions Limited
FDC-EQ.NS,FDC LIMITED
FDC.NS,FDC Limited
FEDDERLOYD.NS,Fedders Electric and Engineering Limited
FEDERALBNK-EQ.NS,THE FEDERAL BANK LIMITED
FEDERALBNK.NS,The Federal Bank Limited
FIEMIND-EQ.NS,FIEM INDUSTRIES LIMITED
FIEMIND.NS,Fiem Industries Limited
FILATEX.NS,Filatex India Limited
FINANTECH-EQ.NS,FINANCIAL TECHNOLOGIES (INDIA)
FINANTECH.NS,63 Moons Technologies Limited
FINCABLES-EQ.NS,FINOLEX CABLES LIMITED
FINCABLES.NS,Finolex Cables Limited
FINPIPE.NS,Finolex Industries Limited
FIRSTLEASE-BZ.NS,FIRST LEASING CO OF INDIA
FIRSTWIN.NS,First Winner Industries Limited
FLEXITUFF.NS,Flexituff International Limited
FLFL-EQ.NS,FUTURE LIFESTYLE F INR2
FLFL.NS,Future Lifestyle Fashions Limited
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited
FMNL-EQ.NS,FUTURE MKT NETWORK INR10
FMNL.NS,Future Market Networks Limited
FORTIS-EQ.NS,FORTIS HEALTHCARE LIMITED
FORTIS.NS,Fortis Healthcare Limited
FOSECOIND.NS,Foseco India Limited
FOURTHDIM-SM.NS,FOURTH DIMENSION S INR10
FRL-EQ.NS,FUTURE ENTERPRISES INR2
FRL.NS,Future Enterprises Limited
FRLDVR-EQ.NS,FUTURE ENTERPRISES INR2 'B' (BO
FRLDVR.NS,FUTURE ENTERPRISES INR2 'B' (BO
FSL.NS,Firstsource Solutions Limited
GABRIEL.NS,Gabriel India Limited
GAEL-EQ.NS,GUJARAT AMBUJA EXPORTS LIMITED
GAEL.NS,Gujarat Ambuja Exports Limited
GAIL-EQ.NS,GAIL (INDIA) LIMITED
GAIL.NS,GAIL (India) Limited
GAL-EQ.NS,GYSCOAL ALLOYS LIMITED
GAL.NS,Gyscoal Alloys Limited
GALLANTT-EQ.NS,GALLANTT METAL LIMITED
GALLANTT.NS,Gallantt Metal Limited
GALLISPAT-EQ.NS,GALLANTT ISPAT LIMITED
GALLISPAT.NS,Gallantt Ispat Limited
GAMMNINFRA-EQ.NS,GAMMON INFRASTRUCT INR2
GAMMNINFRA.NS,Gammon Infrastructure Projects Limited
GAMMONIND.NS,Gammon India Limited
GANDHITUBE.NS,Gandhi Special Tubes Limited
GANECOS-EQ.NS,GANESHA ECOSPHERE INR10
GANECOS.NS,Ganesha Ecosphere Limited
GANESHHOUC-EQ.NS,GANESH HOUSING CP INR10(DEMAT)
GANESHHOUC.NS,Ganesh Housing Corporation Limited
GANGOTRI-BE.NS,GANGOTRI TEXTILE INR5(POST SUBD
GANGOTRI-EQ.NS,GANGOTRI TEXTILE INR5(POST SUBD
GANGOTRI.NS,Gangotri Textiles Limited
GARDENSIL.NS,Garden Silks Mills Ltd.
GARDENSILK.NS,Garden Silk Mills Limited
GARWALLROP-EQ.NS,GARWARE WALL ROPES INR10
GARWALLROP.NS,Garware-Wall Ropes Limited
GATI.NS,Gati Limited
GAYAPROJ.NS,Gayatri Projects Limited
GDL.NS,Gateway Distriparks Limited
GEECEE-EQ.NS,GEECEE VENTURES LIMITED
GEECEE.NS,GeeCee Ventures Limited
GEINDSYS.NS,GEI Industrial Systems Limited
GEMINI-EQ.NS,GEMINI COMM LTD INR1
GEMINI.NS,Gemini Communication Limited
GENESYS.NS,Genesys International Corporation Limited
GENUSPAPER-BE.NS,Genus P&B Limited
GENUSPAPER-EQ.NS,GENUS PAPER AND BO INR10
GENUSPAPER.NS,Genus Paper & Boards Limited
GENUSPOWER-EQ.NS,GENUS POWER INFRA INR1
GENUSPOWER.NS,Genus Power Infrastructures Limited
GEOJITBNPP-EQ.NS,GEOJIT BNP PARIBAS INR1
GEOJITBNPP.NS,Geojit Financial Services Limited
GEOMETRIC-EQ.NS,GEOMETRIC LIMITED
GEOMETRIC.NS,Geometric Limited
GESHIP.NS,The Great Eastern Shipping Company Limited
GHCL-EQ.NS,GHCL LIMITED
GHCL.NS,GHCL Limited
GICHSGFIN-EQ.NS,GIC HOUSING FINANCE LIMITED
GICHSGFIN.NS,GIC Housing Finance Limited
GILLANDERS-EQ.NS,GILLANDERS ARBUTHN INR10
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited
GILLETTE-EQ.NS,GILLETTE INDIA LIMITED
GILLETTE.NS,Gillette India Limited
GINNIFILA-EQ.NS,GINNI FILAMENTS LIMITED
GINNIFILA.NS,Ginni Filaments Limited
GIPCL.NS,Gujarat Industries Power Company Limited
GIRRESORTS-EQ.NS,GIR NATUREVIEW RES INR10
GIRRESORTS-IT.NS,GIR Natureview Resort Ltd
GIRRESORTS.NS,GIR Natureview Resorts Limited
GISOLUTION-BE.NS,GI ENGINEERING SOLUTIONS LTD IN
GISOLUTION-EQ.NS,GI ENGINEERING SOL INR10
GISOLUTION.NS,GI Engineering Solutions Limited
GITANJALI-EQ.NS,GITANJALI GEMS LIMITED
GITANJALI.NS,Gitanjali Gems Limited
GKWLIMITED-EQ.NS,GKW LIMITED INR10
GKWLIMITED.NS,GKW Limited
GLAXO.NS,GlaxoSmithkline Pharmaceuticals Limited
GLENMARK-EQ.NS,GLENMARK PHARMACEUTICALS LIMITE
GLENMARK.NS,Glenmark Pharmaceuticals Limited
GLFL-EQ.NS,GUJARAT LEASE INR10
GLFL.NS,Gujarat Lease Financing Limited
GLOBALVECT-BE.NS,GLOBAL VECTRA HELI INR10
GLOBALVECT-EQ.NS,GLOBAL VECTRA HELI INR10
GLOBALVECT.NS,Global Vectra Helicorp Limited
GLOBOFFS.NS,Global Offshore Services Limited
GLOBUSSPR.NS,Globus Spirits Limited
GLODYNE-BE.NS,GLODYNE-BE.NS
GLODYNE-BZ.NS,GLODYNE TECHNOSERVE LTD.
GLODYNE.NS,Glodyne Technoserve Limited
GMBREW.NS,G.M.Breweries Limited
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited
GMRINFRA-EQ.NS,GMR INFRASTRUCTURE LIMITED
GMRINFRA.NS,GMR Infrastructure Limited
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited
GOACARBON-EQ.NS,GOA CARBON LIMITED
GOACARBON.NS,Goa Carbon Limited
GOCLCORP-EQ.NS,GOCL CORPORATION L INR2
GOCLCORP.NS,GOCL CORPORATION L INR2
GODFRYPHLP.NS,Godfrey Phillips India Limited
GODREJCP-EQ.NS,GODREJ CONSUMER PRODUCTS LIMITE
GODREJCP.NS,Godrej Consumer Products Limited
GODREJIND.NS,Godrej Industries Limited
GODREJPROP.NS,Godrej Properties Limited
GOENKA-BZ.NS,GOENKA DIAMOND&JEWELS LTD
GOENKA.NS,Goenka Diamond and Jewels Limited
GOKEX.NS,Gokaldas Exports Limited
GOKUL-BE.NS,GOKUL REFOILS & SO INR2
GOKUL-EQ.NS,GOKUL REFOILS AND SOLVENT LIMIT
GOKUL.NS,Gokul Refoils & Solvent Ltd
GOKULAGRO.NS,Gokul Agro Resources Limited
GOLDBEES-EQ.NS,GOLDMAN SACHS GOLD GOLD EXCH TR
GOLDBEES.NS,Goldman Sachs Gold BeES ETF
GOLDENTOBC-EQ.NS,GOLDEN TOBACCO LTD INR10 (DEMAT
GOLDENTOBC.NS,Golden Tobacco Limited
GOLDIAM-EQ.NS,GOLDIAM INTERNATIONAL LIMITED
GOLDIAM.NS,Goldiam International Limited
GOLDINFRA-EQ.NS,GOLDSTONE INFRATECH LIMITED
GOLDINFRA.NS,Goldstone Infratech Limited
GOLDSHARE.NS,UTI Gold ETF
GOLDTECH-EQ.NS,GOLDSTONE TECHNOLOGIES LT
GOLDTECH.NS,Goldstone Technologies Limited
GOODLUCK-EQ.NS,GOODLUCK INDIA LTD INR2
GOODLUCK.NS,Goodluck India Limited
GPIL-EQ.NS,GODAWARI POWER AND ISPAT LIMITE
GPIL.NS,Godawari Power & Ispat Limited
GPPL.NS,Gujarat Pipavav Port Limited
GRANULES.NS,Granules India Limited
GRAPHITE.NS,Graphite India Limited
GRASIM-EQ.NS,GRASIM INDUSTRIES LIMITED
GRASIM-IL.NS,GRASIM INDUSTRIES INR2
GRASIM.NS,Grasim Industries Limited
GRAVITA-EQ.NS,GRAVITA INDIA LIMITED
GRAVITA.NS,Gravita India Limited
GREAVESCOT-EQ.NS,GREAVES COTTON LIMITED
GREAVESCOT.NS,Greaves Cotton Limited
GREENFIRE-EQ.NS,GREEN FIRE AGRI CO INR1
GREENFIRE.NS,Proseed India Limited
GREENLAM-BE.NS,Greenlam Industries Ltd.
GREENLAM-EQ.NS,GREENLAM INDUSTRIE INR5
GREENLAM.NS,GREENLAM INDUSTRIE INR5
GREENPLY.NS,Greenply Industries Limited
GREENPOWER-EQ.NS,ORIENT GREEN POWER INR10
GREENPOWER.NS,Orient Green Power Company Limited
GRINDWELL.NS,Grindwell Norton Limited
GRPLTD-EQ.NS,GRP LTD INR10 (DEMAT)
GRPLTD.NS,GRP Limited
GRUH.NS,GRUH Finance Limited
GSCLCEMENT-EQ.NS,GUJARAT SIDHEE CEM INR10 (NEW)
GSCLCEMENT.NS,Gujarat Sidhee Cement Limited
GSFC-IL.NS,GUJARAT STATE FER INR2(POST SUB
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited
GSKCONS.NS,GlaxoSmithKline Consumer Healthcare Limited
GSPL.NS,Gujarat State Petronet Limited
GSS-BE.NS,GSS INFOTECH LTD INR10
GSS.NS,GSS Infotech Limited
GTL-EQ.NS,GTL LIMITED
GTL.NS,GTL Limited
GTLINFRA.NS,GTL Infrastructure Limited
GTNIND.NS,GTN Industries Limited
GTNTEX-EQ.NS,GTN TEXTILES INR10
GTNTEX.NS,GTN Textiles Limited
GTOFFSHORE.NS,GOL Offshore Limited
GUFICBIO.NS,Gufic Biosciences Limited
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited
GUJAPOLLO.NS,Gujarat Apollo Industries Limited
GUJFLUORO.NS,Gujarat Fluorochemicals Limited
GUJGASLTD-BE.NS,Gujarat Gas Limited
GUJGASLTD-EQ.NS,GUJARAT GAS LIMITE INR10 NEW
GUJGASLTD.NS,GUJARAT GAS LIMITE INR10 NEW
GUJNRECOKE.NS,Gujarat NRE Coke Ltd.
GUJNREDVR-EQ.NS,GUJARAT NRE COKE LIMITED
GUJNREDVR.NS,Gujarat NRE Coke Ltd.
GUJSTATFIN-BT.NS,GUJARAT STATE FINANCIAL CORPORA
GULFCORP-EQ.NS,GULFCORP-EQ.NS
GULFOILLUB-EQ.NS,GULF OIL LUBRICANT INR2
GULFOILLUB.NS,Gulf Oil Lubricants India Limited
GULFPETRO-EQ.NS,GP PETROLEUMS LTD INR5
GULFPETRO.NS,GP Petroleums Limited
GULPOLY.NS,Gulshan Polyols Limited
GVKPIL-EQ.NS,GVK POWER & INFRASTRUCTURE LIMI
GVKPIL.NS,GVK Power & Infrastructure Limited
H37027ARG4-MF.NS,HDFC ASSET MANAGEM FMP 370D AUG
H37131JDG2-MF.NS,HDFC ASSET MANAGEM FMP 371D JUN
HANUNG.NS,Hanung Toys and Textiles Limited
HARITASEAT-EQ.NS,HARITA SEATING SYSTEMS LIMITED
HARITASEAT.NS,Harita Seating Systems Limited
HARRMALAYA.NS,Harrisons Malayalam Limited
HATHWAY-IL.NS,HATHWAY CABLE & DA INR2
HATHWAY.NS,Hathway Cable & Datacom Limited
HATSUN-EQ.NS,HATSUN AGRO PRODUC INR1
HATSUN.NS,Hatsun Agro Product Limited
HAVELLS-EQ.NS,HAVELLS INDIA LIMITED
HAVELLS.NS,Havells India Limited
HBLPOWER.NS,HBL Power Systems Limited
HBSTOCK-EQ.NS,HB STOCKHOLDINGS INR10
HBSTOCK.NS,HB Stockholdings Limited
HCC.NS,Hindustan Construction Company Limited
HCG.NS,HealthCare Global Enterprises Limited
HCIL-EQ.NS,HIMADRI CHEMICALS AND INDUSTRIE
HCIL.NS,Himadri Speciality Chemical Limited
HCL-INSYS-EQ.NS,HCL INFOSYSTEMS INR2
HCL-INSYS.NS,HCL Infosystems Limited
HCLTECH.NS,HCL Technologies Limited
HCPO36MORG-MF.NS,HDFC MUTUAL FUND SR I-36M OCT 2
HCPO36MSRG-MF.NS,HDFC MUTUAL FUND CAP PRO 36M RE
HDFC-EQ.NS,HOUSING DEVELOPMENT FINANCE COR
HDFC.NS,Housing Development Finance Corporation Limited
HDFCBANK-IL.NS,HDFC BANK INR2
HDFCBANK.NS,HDFC Bank Limited
HDFCMFGETF.NS,HDFC Gold ETF
HDFCNIFETF-EQ.NS,HDFC MUTUAL FUND NIFTY ETF
HDFCNIFETF.NS,HDFC Nifty ETF
HDFCSENETF-EQ.NS,HDFC MUTUAL FUND SENSEX ETF
HDFCSENETF.NS,HDFC Sensex ETF
HDIL-EQ.NS,HOUSING DEVELOPMENT AND INFRAST
HDIL.NS,Housing Development and Infrastructure Limited
HECINFRA-IT.NS,HEC Infra Projects Ltd
HECPROJECT-SM.NS,HEC INFRA PROJECTS INR10
HEG.NS,HEG Limited
HEIDELBERG-EQ.NS,HEIDELBERGCEMENT INDIA LIMITED
HEIDELBERG.NS,HeidelbergCement India Limited
HELIOSMATH-BE.NS,HELIOS & MATHINFTECH LTD.
HELIOSMATH-BZ.NS,HELIOS & MATHINFTECH LTD.
HELIOSMATH-EQ.NS,HELIOS AND MATHESON INFORMATION
HELIOSMATH.NS,helios and matheson information technology limited
HERCULES-EQ.NS,HERCULES HOISTS LIMITED
HERCULES.NS,Hercules Hoists Limited
HERITGFOOD-EQ.NS,HERITAGE FOODS LTD INR10
HERITGFOOD.NS,Heritage Foods Limited
HEROMOTOCO.NS,Hero MotoCorp Limited
HESTERBIO-EQ.NS,HESTER BIOSCIENCES INR10
HESTERBIO.NS,Hester Biosciences Limited
HEXATRADEX-EQ.NS,HEXA TRADEX LTD INR2
HEXATRADEX.NS,Hexa Tradex Limited
HEXAWARE-EQ.NS,HEXAWARE TECHNOLOGIES LIMITED
HEXAWARE.NS,Hexaware Technologies Limited
HFCL.NS,Himachal Futuristic Communications Limited
HGS-EQ.NS,HINDUJA GLOBAL SOLUTIONS LIMITE
HGS.NS,Hinduja Global Solutions Limited
HIKAL-EQ.NS,HIKAL LIMITED
HIKAL.NS,Hikal Limited
HIL.NS,HIL Limited
HILTON.NS,Hilton Metal Forging Limited
HIMATSEIDE.NS,Himatsingka Seide Limited
HINDALCO.NS,Hindalco Industries Limited
HINDCOMPOS.NS,Hindustan Composites Limited
HINDCOPPER-EQ.NS,HINDUSTAN COPPER LIMITED
HINDCOPPER.NS,Hindustan Copper Limited
HINDDORROL.NS,Hindustan Dorr-Oliver Limited
HINDMOTORS-EQ.NS,HINDUSTAN MOTORS INR5
HINDMOTORS.NS,Hindustan Motors Limited
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited
HINDPETRO-EQ.NS,HINDUSTAN PETROLEUM CORPORATION
HINDPETRO.NS,Hindustan Petroleum Corporation Limited
HINDSYNTEX-EQ.NS,HIND SYNTEX INR10
HINDSYNTEX.NS,Hind Syntex Limited
HINDUJAFO.NS,Hinduja Foundries Limited
HINDUJAVEN.NS,Hinduja Ventures Limited
HINDUNILVR-EQ.NS,HINDUSTAN UNILEVER INR1
HINDUNILVR.NS,Hindustan Unilever Limited
HINDZINC-EQ.NS,HINDUSTAN ZINC LIMITED
HINDZINC.NS,Hindustan Zinc Limited
HIRECT.NS,Hind Rectifiers Limited
HITACHIHOM-EQ.NS,HITACHI HOME AND LIFE SOLUTIONS
HITACHIHOM.NS,Johnson Controls - Hitachi Air Conditioning India Limited
HITECH-SM.NS,HI TECH PIPES LTD INR10
HITECHGEAR.NS,The Hi-Tech Gears Limited
HITECHPLAS.NS,Hitech Corporation Limited
HMT.NS,HMT Limited
HMVL-EQ.NS,HINDUSTAN MEDIA VENTURES LIMITE
HMVL.NS,Hindustan Media Ventures Limited
HNGSNGBEES-EQ.NS,RELIANCE NIPPON LI RELIANCE ETF
HNGSNGBEES.NS,Goldman Sachs Hang Seng BeES ETF
HOCL-EQ.NS,HINDUSTAN ORGANIC CHEMICALS LIM
HOCL.NS,Hindustan Organic Chemicals Limited
HONAUT.NS,Honeywell Automation India Limited
HONDAPOWER.NS,Honda Siel Power Products Limited
HOTELEELA.NS,Hotel Leelaventure Limited
